acc_date,type,reg,operator,fat,location,dmg,plane_type
2020-11-23 00:00:00,Beechcraft 200 King Air,HB-GJM,Air-Glaciers,0.0,Sion Airport (SIR),sub,BEECHCRAFT 200 KING AIR
2020-11-23 00:00:00,de Havilland Canada DHC-8-314 Dash 8,C-FEXZ,Voyageur Airways,0.0,"North Bay Airport, ON (YYB)",sub,DE HAVILLAND CANADA DHC-8-314 DASH 8
2020-11-23 00:00:00,de Havilland Canada DHC-7-110,VP-FBQ,British Antarctic Survey,0.0,"North Bay Airport, ON (YYB)",sub,DE HAVILLAND CANADA DHC-7-110
2020-11-26 00:00:00,ATR 42-300,C-FAFS,Calm Air International,0.0,"Naujaat Airport, NU (YUT)",sub,ATR 42-300
2020-11-28 00:00:00,Embraer EMB-110P1 Bandeirante,CU-T1541,Cubana de Aviación,0.0,Havana-José Martí International Airport (HAV),sub,EMBRAER EMB-110P1 BANDEIRANTE
2020-11-30 00:00:00,Cessna 208B Grand Caravan,C6-AWO,Royal Bahamas Defence Force,0.0,George Town-Exuma International Airport (GGT),sub,CESSNA 208B GRAND CARAVAN
2020-12-01 00:00:00,de Havilland Canada DHC-6 Vista Liner 300,P2-ASM,Air Sanga,0.0,Wobagen Airstrip,sub,DE HAVILLAND CANADA DHC-6 VISTA LINER 300
2020-12-02 00:00:00,Cessna 551 Citation II/SP,N48DK,Aviation Star S II LLC,0.0,"Lufkin Angelina County Airport, TX (LFK)",sub,CESSNA 551 CITATION II/SP
2020-12-02 00:00:00,Boeing 737-529,EY-560,Air Djibouti,0.0,Garowe Airport (GGR),sub,BOEING 737-529
2020-12-05 00:00:00,Beechcraft A100 King Air,C-FWYO,Airco Aircraft Charters,0.0,"Edmonton International Airport, AB (YEG)",sub,BEECHCRAFT A100 KING AIR
2020-12-09 00:00:00,Shijiazhuang Y-5B,B-8242,Xinjiang General Aviation,0.0,Urumqi-Yaxin General Airport,w/o,SHIJIAZHUANG Y-5B
2020-12-09 00:00:00,Antonov An-2R,UR-33642,private,1.0,"near Zolota Sloboda, Kozova Raion, Ternopil Oblast",w/o,ANTONOV AN-2R
2020-12-10 00:00:00,Gulfstream Aerospace G-1159A Gulfstream III,(N370JL),private,0.0,southern Belize,w/o,GULFSTREAM AEROSPACE G-1159A GULFSTREAM III
2020-12-13 00:00:00,Eclipse 500,N686TM,private,0.0,"Leadville Airport, CO (LXV)",sub,ECLIPSE 500
2020-12-16 00:00:00,Embraer EMB-500 Phenom 100,N661EP,Executive Aviation Investors Inc,0.0,"Jacksonville Executive at Craig Airport, FL (CRG)",sub,EMBRAER EMB-500 PHENOM 100
2020-12-19 00:00:00,British Aerospace BAe-125-700A,(N326TD),private,1.0,Parque Nacional Sierra de Lacandon,w/o,BRITISH AEROSPACE BAE-125-700A
2020-12-20 00:00:00,Raytheon Hawker 800XP,N412JA,Talon Air,0.0,"Farmingdale-Republic Airport, NY (FRG)",sub,RAYTHEON HAWKER 800XP
2020-12-22 00:00:00,Cessna 525 Citation M2,PR-HFT,La Barca Empreendimentos Ltda,0.0,"Uberlândia, MG (SBUL)",sub,CESSNA 525 CITATION M2
2020-12-23 00:00:00,Airbus A320-232,N463UA,United Airlines,0.0,"Houston, Texas",non,AIRBUS A320-232
2020-12-30 00:00:00,Cessna 208B Supervan 900,PZ-TSK,Blue Wing Airlines,0.0,Kawemhaken-Lawa Anapaike Airstrip,sub,CESSNA 208B SUPERVAN 900
2019-01-07 00:00:00,Saab 340B,YL-RAF,RAF-AVIA,0.0,Savonlinna Airport (SVL),sub,SAAB 340B
2019-01-12 00:00:00,Boeing 737-524 (WL),VQ-BJP,UTair Aviation,0.0,Moskva-Vnukovo Airport (VKO),sub,BOEING 737-524 (WL)
2019-01-12 00:00:00,Canadair CL-600-2A12 Challenger 601,N813WT,TW 601-C Investment LLC,0.0,"Uvalde-Ox Ranch Airport ,TX",sub,CANADAIR CL-600-2A12 CHALLENGER 601
2019-01-14 00:00:00,Boeing 707-3J9C,EP-CPP,"Saha Air, lsf Islamic Republic of Iran Air Force - IRIAF",15.0,Fat'h Airport,w/o,BOEING 707-3J9C
2019-01-16 00:00:00,Cessna 208B Grand Caravan,8R-YAC,Air Services Limited - ASL,0.0,Georgetown-Ogle International Airport (OGL),sub,CESSNA 208B GRAND CARAVAN
2019-01-18 00:00:00,Boeing 777-212ER,9V-SQL,Singapore Airlines,0.0,en route Melbourne-Wellington,non,BOEING 777-212ER
2019-01-21 00:00:00,Aero Modifications AMI DC-3-65TP,N467KS,Priority Air Charter,2.0,"SE of Kidron-Stoltzfus Airfield, OH",sub,AERO MODIFICATIONS AMI DC-3-65TP
2019-01-22 00:00:00,Boeing 737-8LJ (WL),VP-BRR,Aeroflot Russian International Airlines,0.0,Khanty-Mansiysk International Airport (HMA),non,BOEING 737-8LJ (WL)
2019-01-23 00:00:00,de Havilland Canada DHC-8-102 Dash 8,C-GTCO,Air Creebec,0.0,"Rouyn Airport, QC (YUY)",sub,DE HAVILLAND CANADA DHC-8-102 DASH 8
2019-01-26 00:00:00,Airbus A321-231,TC-OEB,Onur Air,0.0,Antalya Airport (AYT/LTAI),sub,AIRBUS A321-231
2019-01-28 00:00:00,Airbus A320-214 (WL),N220FR,Frontier Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",sub,AIRBUS A320-214 (WL)
2019-01-28 00:00:00,Boeing 727-2B6 Adv. (F),N720CK,Kalitta Charters,0.0,"Tuscaloosa Regional Airport, AL (TCL)",sub,BOEING 727-2B6 ADV. (F)
2019-01-28 00:00:00,ATR 72-500 (72-212A),EC-LYJ,"Air Europa, opb Swiftair",0.0,Palma de Mallorca Airport (PMI),sub,ATR 72-500 (72-212A)
2019-01-29 00:00:00,Beechcraft B200 King Air,N13LY,Guardian Flight,3.0,"32 km W off Kake, AK",w/o,BEECHCRAFT B200 KING AIR
2019-01-30 00:00:00,Beechcraft 200 Super King Air,C-GTUC,Air Tindi,2.0,"39 km ESE of Whatì/Lac La Martre Airport, NT (YLE)",w/o,BEECHCRAFT 200 SUPER KING AIR
2019-02-03 00:00:00,Boeing 787-8 Dreamliner,N26909,United Airlines,0.0,"Pacific Ocean, Pacific Ocean",non,BOEING 787-8 DREAMLINER
2019-02-04 00:00:00,Boeing 737-332,ST-TAL,"Tarco Air, opf Sudan Airways",0.0,Khartoum-Civil Airport,non,BOEING 737-332
2019-02-05 00:00:00,Boeing 737-823 (WL),N852NN,American Airlines,0.0,Bluefields,non,BOEING 737-823 (WL)
2019-02-08 00:00:00,Airbus A321-251N,SE-RKA,Novair,0.0,Billund Airport (BLL),sub,AIRBUS A321-251N
2019-02-08 00:00:00,Convair C-131B Samaritan,N145GT,Conquest Air Cargo,1.0,"21 km E off Bay Harbor Islands, FL",w/o,CONVAIR C-131B SAMARITAN
2019-02-09 00:00:00,Cessna 208 Caravan I,PR-RTA,RICO Taxi Aéreo,0.0,"231 km SSW of Caracaraí, RR",sub,CESSNA 208 CARAVAN I
2019-02-09 00:00:00,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-FFF,Kenya Airways,0.0,Nairobi-Jomo Kenyatta International Airport (NBO),sub,EMBRAER ERJ 190AR (ERJ-190-100 IGW)
2019-02-09 00:00:00,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-KYR,Kenya Airways,0.0,Nairobi-Jomo Kenyatta International Airport (NBO),sub,EMBRAER ERJ 190AR (ERJ-190-100 IGW)
2019-02-11 00:00:00,Raytheon Beechjet 400A,N750TA,Stein's Aircraft Services,0.0,"Richmond Municipal Airport, IN (RID)",sub,RAYTHEON BEECHJET 400A
2019-02-13 00:00:00,Embraer ERJ-175LR (ERJ-170-200 LR),N613CZ,"Delta Airlines, opb Compass Airlines",0.0,"near Reno-Tahoe International Airport (KRNO), Washoe County, NV",non,EMBRAER ERJ-175LR (ERJ-170-200 LR)
2019-02-13 00:00:00,de Havilland Canada DHC-6 Twin Otter 300,PJ-WII,Winair,0.0,Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ),non,DE HAVILLAND CANADA DHC-6 TWIN OTTER 300
2019-02-13 00:00:00,Boeing 787-9 Dreamliner,PH-BHA,KLM Royal Dutch Airlines,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),non,BOEING 787-9 DREAMLINER
2019-02-13 00:00:00,Boeing 747-406M,PH-BFV,KLM Royal Dutch Airlines,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),non,BOEING 747-406M
2019-02-17 00:00:00,Boeing 737-832 (WL),N3730B,Delta Air Lines,0.0,"Franklin, Tennessee",non,BOEING 737-832 (WL)
2019-02-23 00:00:00,Boeing 767-375ER (BCF) (WL),N1217A,"Amazon Air, opb Atlas Air",3.0,"Trinity Bay, near Anahuac, TX",w/o,BOEING 767-375ER (BCF) (WL)
2019-02-24 00:00:00,Boeing 737-8E9 (WL),S2-AHV,Biman Bangladesh Airlines,1.0,Chittagong-Shah Amanat International Airport (CGP),non,BOEING 737-8E9 (WL)
2019-02-25 00:00:00,de Havilland Canada EO-5C (DHC-7-102),N89068,United States Army,0.0,Pyongtaek-Desiderio AAF (RKSG),sub,DE HAVILLAND CANADA EO-5C (DHC-7-102)
2019-02-26 00:00:00,Gulfstream G200 Galaxy,4K-AZ88,Silk Way Business Aviation,0.0,Moskva-Sheremetyevo Airport (SVO),sub,GULFSTREAM G200 GALAXY
2019-02-27 00:00:00,Boeing 777-223ER,N771AN,American Airlines,0.0,"near Honolulu, Oahu, HI",non,BOEING 777-223ER
2019-02-28 00:00:00,Embraer ERJ-195LR (ERJ-190-200 LR),G-FBEJ,Flybe,0.0,Exeter Airport (EXT/EGTE),non,EMBRAER ERJ-195LR (ERJ-190-200 LR)
2019-03-02 00:00:00,de Havilland Canada DHC-8-402Q Dash 8,G-JECN,Flybe,0.0,Southampton-Eastleigh Airport (SOU/EGHI),sub,DE HAVILLAND CANADA DHC-8-402Q DASH 8
2019-03-03 00:00:00,Bombardier BD-100 Challenger 350,N715CG,private,0.0,"Eufaula-Weedon Field, AL (EUF/KEUF)",w/o,BOMBARDIER BD-100 CHALLENGER 350
2019-03-03 00:00:00,Airbus A320-214 (WL),PR-OCW,Avianca Brasil,0.0,"Rio de Janeiro/Galeão-Antonio Carlos Jobim International Airport, RJ",sub,AIRBUS A320-214 (WL)
2019-03-03 00:00:00,Honda HA-420 HondaJet,N105HJ,Banyan Jet Service,0.0,"Eufaula-Weedon Field, AL (EUF/KEUF)",w/o,HONDA HA-420 HONDAJET
2019-03-03 00:00:00,Beechcraft 1900D,7T-VIO,Tassili Airlines,0.0,Ouargla-Ain Beida Airport (OGX),sub,BEECHCRAFT 1900D
2019-03-04 00:00:00,Cessna 208B Grand Caravan,C-FAFV,Amik Aviation,0.0,"1,4 km S of Little Grand Rapids Airport, MB (ZGR)",sub,CESSNA 208B GRAND CARAVAN
2019-03-04 00:00:00,Embraer EMB-145XR,N14171,"United Express, opb CommutAir",0.0,"Presque Isle International Airport, ME (PQI)",sub,EMBRAER EMB-145XR
2019-03-07 00:00:00,Learjet 35A,LV-BNR,Baires Fly,0.0,"Buenos Aires-Jorge Newbery Airport, BA (AEP)",sub,LEARJET 35A
2019-03-09 00:00:00,Gulfstream G-IV,N505GF,Waffle House Inc.,0.0,"Atlanta-DeKalb Peachtree Airport, GA (PDK)",sub,GULFSTREAM G-IV
2019-03-09 00:00:00,Douglas DC-3,HK-2494,LASER Aéreo Colombia,14.0,"Finca La Bendición, San Martín",w/o,DOUGLAS DC-3
2019-03-10 00:00:00,Boeing 737-832 (WL),N3756,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,BOEING 737-832 (WL)
2019-03-10 00:00:00,Bombardier CRJ-900LR,N569NN,"PSA Airlines, opf American Eagle",0.0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub,BOMBARDIER CRJ-900LR
2019-03-10 00:00:00,Bombardier CL-600-2C10 Regional Jet CRJ-702ER,N530EA,"PSA Airlines, opf American Eagle",0.0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",sub,BOMBARDIER CL-600-2C10 REGIONAL JET CRJ-702ER
2019-03-10 00:00:00,Hawker Siddeley HS-125-600A,fake reg.,private,1.0,"near San Pedro Peralta, Chetumal, Quintana Roo",w/o,HAWKER SIDDELEY HS-125-600A
2019-03-10 00:00:00,Boeing 737 MAX 8,ET-AVJ,Ethiopian Airlines,157.0,50 km ESE of Addis Ababa-Bole Airport (ADD),w/o,BOEING 737 MAX 8
2019-03-11 00:00:00,de Havilland Canada CC-138 Twin Otter (DHC-6),13803,Royal Canadian Air Force - RCAF,0.0,"140 km N Inuvik, NT",sub,DE HAVILLAND CANADA CC-138 TWIN OTTER (DHC-6)
2019-03-12 00:00:00,Beechcraft A100 King Air,N945WS,Golden Wings Aviation Inc.,0.0,"Latrobe-Westmoreland County Airport, PA (LBE)",sub,BEECHCRAFT A100 KING AIR
2019-03-14 00:00:00,Cessna 650 Citation III,N220CM,RP Sales and Leasing Inc.,0.0,"Orlando Sanford International Airport, FL (SFB)",sub,CESSNA 650 CITATION III
2019-03-18 00:00:00,IAI 1124 Westwind,N4MH,Sundance Airport FBO LLC,2.0,"Oklahoma City-Sundance Airport, OK (HSD)",w/o,IAI 1124 WESTWIND
2019-03-19 00:00:00,Fokker 100,EP-IDG,Iran Air,0.0,Tehran-Mehrabad Airport (THR/OIII),sub,FOKKER 100
2019-03-21 00:00:00,ATR 72-500 (72-212A),TR-ABS,Afrijet,0.0,São Tomé Island Airport (TMS/FPST),sub,ATR 72-500 (72-212A)
2019-03-22 00:00:00,Rockwell Sabreliner 60,N990PA,private,0.0,ca 14 km E of Bajamar,w/o,ROCKWELL SABRELINER 60
2019-03-23 00:00:00,Airbus A320-232,HA-LPL,Wizz Air,0.0,Bristol Airport (BRS/EGGD),non,AIRBUS A320-232
2019-03-23 00:00:00,Beechcraft B200 Super King Air,A2-MBM,Major Blue Air,1.0,Matsieng Aerodrome,w/o,BEECHCRAFT B200 SUPER KING AIR
2019-03-27 00:00:00,Boeing 737-7H4 (WL),N249WN,Southwest Airlines,0.0,"near Nashville International Airport, TN (BNA)",sub,BOEING 737-7H4 (WL)
2019-03-27 00:00:00,Antonov An-2,CU-A1825,Empresa Nacional de Servicios Aéreos-ENSA,0.0,Alonso de Rojas,sub,ANTONOV AN-2
2019-04-03 00:00:00,Airbus A320-214,G-EZWC,easyJet,0.0,Belfast International Airport (BFS/EGAA),non,AIRBUS A320-214
2019-04-04 00:00:00,McDonnell Douglas MD-88,N977DL,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,MCDONNELL DOUGLAS MD-88
2019-04-04 00:00:00,de Havilland Canada DHC-8-402Q Dash 8,OE-LGM,Austrian Airlines,0.0,Innsbruck-Kranebitten Airport (INN),sub,DE HAVILLAND CANADA DHC-8-402Q DASH 8
2019-04-08 00:00:00,British Aerospace 4100 Jetstream 41,HI1038,Sky High Aviation Services,0.0,Dominica Douglas-Charles Airport (DOM),sub,BRITISH AEROSPACE 4100 JETSTREAM 41
2019-04-10 00:00:00,Airbus A321-231 (WL),N114NN,American Airlines,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",sub,AIRBUS A321-231 (WL)
2019-04-11 00:00:00,Boeing 737-924ER (WL),N31412,United Airlines,0.0,"Fort Myers, FL",non,BOEING 737-924ER (WL)
2019-04-13 00:00:00,Rockwell Sabreliner 65,N265DS,Classic Aviation,3.0,"near New Albany, MS",w/o,ROCKWELL SABRELINER 65
2019-04-16 00:00:00,Bombardier BD-700-1A11 Global 5000,14+01,Luftwaffe,0.0,Berlin-Schönefeld Airport (SXF/EDDB),sub,BOMBARDIER BD-700-1A11 GLOBAL 5000
2019-04-16 00:00:00,Pilatus Britten-Norman BN-2B-27 Islander,CC-CYR,Archipiélagos Servicios Aéreos,6.0,"0,4 km W of Puerto Montt-Marcel Marchant Airport (SCPF)",w/o,PILATUS BRITTEN-NORMAN BN-2B-27 ISLANDER
2019-04-22 00:00:00,Airbus A320-232 (WL),HS-TXK,Thai Smile,0.0,"Sung Noen District, Nakhon Ratchasima Province",non,AIRBUS A320-232 (WL)
2019-04-22 00:00:00,Antonov An-26,EY-322,Asia Airways,0.0,64 km from Khartoum,sub,ANTONOV AN-26
2019-04-23 00:00:00,Cessna 208 Caravan I,N366TA,private,0.0,"Dry Tortugas National Park, FL",sub,CESSNA 208 CARAVAN I
2019-04-24 00:00:00,Beechcraft B200 Super King Air,C-FRMV,Keewatin Air,0.0,"Gillam Airport, MB (YGX)",sub,BEECHCRAFT B200 SUPER KING AIR
2019-04-24 00:00:00,Cessna 551 Citation II/SP,D-IADV,private,0.0,Siegen-Siegerland Airport (SGE/EDGS),sub,CESSNA 551 CITATION II/SP
2019-04-30 00:00:00,Boeing 737-33A (WL),G-GDFB,Jet2,0.0,East Midlands Airport (EMA),sub,BOEING 737-33A (WL)
2019-04-30 00:00:00,Boeing 737-73S (WL),EI-SEV,Ryanair,0.0,East Midlands Airport (EMA/EGNX),sub,BOEING 737-73S (WL)
2019-05-02 00:00:00,Boeing 737-8GJ (WL),HL8021,T'way Air,0.0,115km north of Tokyo/Narita International Airport (NRT/RJAA),non,BOEING 737-8GJ (WL)
2019-05-03 00:00:00,Douglas C-47A-25-DK (DC-3C),C-GJKM,Buffalo Airways,0.0,"6,5 km SE of Hay River Airport, NT (YHY)",sub,DOUGLAS C-47A-25-DK (DC-3C)
2019-05-03 00:00:00,Boeing 737-81Q (WL),N732MA,Miami Air International,0.0,"Jacksonville Naval Air Station, FL (NIP)",sub,BOEING 737-81Q (WL)
2019-05-04 00:00:00,Antonov An-2R,RA-01443,Voskhod LLC,0.0,"Vyun, Tomponsky region",sub,ANTONOV AN-2R
2019-05-04 00:00:00,Learjet 45,C-GMCP,Skyservice Business Aviation,0.0,Edinburgh-Turnhouse Airport (EDI/EGPH),Unknown,LEARJET 45
2019-05-05 00:00:00,Canadair CL-600-2B16 Challenger 601-3A,N601VH,Compañia de Aviación y Logística Empresarial,13.0,257 km NW of Monclova,w/o,CANADAIR CL-600-2B16 CHALLENGER 601-3A
2019-05-05 00:00:00,Sukhoi Superjet 100-95B,RA-89098,Aeroflot Russian International Airlines,41.0,Moskva-Sheremetyevo Airport (SVO),w/o,SUKHOI SUPERJET 100-95B
2019-05-07 00:00:00,Antonov An-2R,YV2354,private,0.0,13 km from Uriman Airport (URM),w/o,ANTONOV AN-2R
2019-05-07 00:00:00,de Havilland Canada DHC-6 Twin Otter 300,C-GNDO,Air Inuit,0.0,"57 km NNE of Kuujjuarapik Airport, QC (YGW)",sub,DE HAVILLAND CANADA DHC-6 TWIN OTTER 300
2019-05-08 00:00:00,de Havilland Canada DHC-8-402Q Dash 8,S2-AGQ,Biman Bangladesh Airlines,0.0,Yangon-Mingaladon Airport (RGN/VYYY),w/o,DE HAVILLAND CANADA DHC-8-402Q DASH 8
2019-05-10 00:00:00,de Havilland Canada DHC-8-311 Dash 8,C-FJXZ,"Air Canada Express, opb Jazz Aviation",0.0,"Toronto–Lester B. Pearson International Airport, Ontario (YYZ)",sub,DE HAVILLAND CANADA DHC-8-311 DASH 8
2019-05-11 00:00:00,Cessna 208B Supervan 900,C-FCPM,Parachutisme Nouvel Air,0.0,"Saint-Esprit Aerodrome, QC",sub,CESSNA 208B SUPERVAN 900
2019-05-12 00:00:00,Embraer ERJ-190LR,XY-AGQ,Myanmar National Airlines,0.0,Mandalay International Airport (MDL),non,EMBRAER ERJ-190LR
2019-05-13 00:00:00,Boeing 737-9B5,HL7726,Korean Air,0.0,30NM W of Incheon International Airport,non,BOEING 737-9B5
2019-05-18 00:00:00,Gulfstream American G-1159 Gulfstream II SP,unreg.,private,0.0,"Chico de Chamorro, Retalhuleu",w/o,GULFSTREAM AMERICAN G-1159 GULFSTREAM II SP
2019-05-22 00:00:00,Cessna S550 Citation S/II,N311G,private,2.0,"near Indianapolis Regional Airport, IN (KMQJ)",w/o,CESSNA S550 CITATION S/II
2019-05-22 00:00:00,Antonov An-2R,RA-68161,private,0.0,Zhuravskoye,w/o,ANTONOV AN-2R
2019-05-24 00:00:00,Cessna 560 Citation Encore,N832R,Jet Sales LLC,1.0,"500 km E off Fort Lauderdale, Florida, USA",w/o,CESSNA 560 CITATION ENCORE
2019-05-25 00:00:00,Boeing 737-8H4 (WL),N8697C,Southwest Airlines,0.0,"Waycross, Georgia",non,BOEING 737-8H4 (WL)
2019-05-25 00:00:00,Airbus A320-214 (WL),PK-LZJ,Batik Air,0.0,Makassar-Sultan Hasanuddin International Airport (WAAA),non,AIRBUS A320-214 (WL)
2019-05-28 00:00:00,Airbus A320-232,N507JT,Jetblue Airways,0.0,"Fort Lauderdale, Florida",non,AIRBUS A320-232
2019-05-29 00:00:00,Antonov An-124-100,5A-DKN,Libyan Air Cargo,0.0,Tripoli International Airport (TIP),w/o,ANTONOV AN-124-100
2019-06-03 00:00:00,Antonov An-32,K2752,Indian Air Force - IAF,13.0,16 km N of Lipo,w/o,ANTONOV AN-32
2019-06-07 00:00:00,Antonov An-2T,UR-KAU,TSO Ukrayiny,0.0,"Svyatoshyns'kyi District, Kiev",sub,ANTONOV AN-2T
2019-06-09 00:00:00,Boeing 737-924ER (WL),N75436,United Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",sub,BOEING 737-924ER (WL)
2019-06-09 00:00:00,Antonov An-2R,RA-81519,Feniks,0.0,"50 km NE of Kyren, Tunkinsky District",sub,ANTONOV AN-2R
2019-06-11 00:00:00,CASA C-212 Aviocar 200,N603AR,EP Aviation,0.0,Kiunga Airport (KIU),sub,CASA C-212 AVIOCAR 200
2019-06-13 00:00:00,Beechcraft B200 Super King Air,UNKNOWN,Unknown,0.0,"Río Chixoy, La Máquina",w/o,BEECHCRAFT B200 SUPER KING AIR
2019-06-15 00:00:00,ATR 42-320,PR-MPN,MAP Linhas Aéreas,0.0,"Manaus-Eduardo Gomes International Airport, AM (MAO)",sub,ATR 42-320
2019-06-15 00:00:00,Boeing 757-224 (WL),N26123,United Airlines,0.0,"Newark-Liberty International Airport, NJ (EWR)",sub,BOEING 757-224 (WL)
2019-06-17 00:00:00,Boeing 737-8H4 (WL),N8608N,Southwest Airlines,0.0,"Pittsburgh-Greater Pittsburgh International Airport, PA (PIT)",sub,BOEING 737-8H4 (WL)
2019-06-17 00:00:00,Cessna 680 Citation Sovereign,LV-CIQ,Banco Macro,0.0,"Joaquín V. González-Agropecuaria Río Juramento Airstrip, SA",sub,CESSNA 680 CITATION SOVEREIGN
2019-06-18 00:00:00,Airbus A330-243,B-LHA,Hong Kong Airlines,0.0,"Nansha District, Guangzhou, Guangdong Province",non,AIRBUS A330-243
2019-06-20 00:00:00,Antonov An-2R,UP-A0116,Navigator,1.0,"10 km from Rodina village, Tselinograd district",w/o,ANTONOV AN-2R
2019-06-21 00:00:00,Basler BT-67 Turbo 67 (DC-3T),C-FKGL,North Star Air,0.0,"off Fort Hope Airport, ON (YFH)",sub,BASLER BT-67 TURBO 67 (DC-3T)
2019-06-23 00:00:00,Antonov An-2R,UR-43983,Phoenix Air LLC,0.0,"near Mlyny, Poltava region",w/o,ANTONOV AN-2R
2019-06-24 00:00:00,Hawker Siddeley HS-125-400,UNKNOWN,Unknown,0.0,"Parque Nacional Laguna del Tigre, Petén",w/o,HAWKER SIDDELEY HS-125-400
2019-06-26 00:00:00,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,0.0,"Sacramento-McClellan Airfield, CA (MCC)",non,ROCKWELL SABRELINER 65
2019-06-27 00:00:00,Cessna 560 Citation V,N318RW,Mueller Aero Inc,0.0,"Janesville, Wisconsin",non,CESSNA 560 CITATION V
2019-06-27 00:00:00,British Aerospace 3212 Jetstream 31,YV2536,Transmandu,0.0,Canaima Airport (CAJ),w/o,BRITISH AEROSPACE 3212 JETSTREAM 31
2019-06-27 00:00:00,Antonov An-24RV,RA-47366,Angara Airlines,2.0,Nizhneangarsk Airport (UIUN),w/o,ANTONOV AN-24RV
2019-06-28 00:00:00,Saab 340A,C6-VIP,Western Air,0.0,Nassau-Lynden Pindling International Airport (NAS),sub,SAAB 340A
2019-06-29 00:00:00,Cessna 208B Supervan 900,N80JF,ISR Aviation LLC,0.0,"Plant City-Blackwater Creek Ultralight Flightpark, FL",sub,CESSNA 208B SUPERVAN 900
2019-06-30 00:00:00,Dassault Falcon 900B,N908CA,Warren Transportation LLC,0.0,"Dallas-Addison Airport, TX (ADS/KADS)",w/o,DASSAULT FALCON 900B
2019-06-30 00:00:00,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",0.0,near Gvardeysky,sub,ANTONOV AN-2T
2019-06-30 00:00:00,Beechcraft B300 King Air 350i,N534FF,EE Operations LLC,10.0,"Dallas-Addison Airport, TX (ADS/KADS)",w/o,BEECHCRAFT B300 KING AIR 350I
2019-07-01 00:00:00,Boeing 737-85R,VT-SYK,SpiceJet,0.0,Mumbai-Chhatrapati Shivaji International Airport (BOM),sub,BOEING 737-85R
2019-07-08 00:00:00,Canadair CL-215-6B11 (CL-415),C-FAWQ,Gouvernement du Québec,0.0,"83 km NW of Roberval Airport, QC (YRJ)",sub,CANADAIR CL-215-6B11 (CL-415)
2019-07-08 00:00:00,Cessna 208B Grand Caravan,N9448B,Grant Aviation,0.0,"Bethel Airport, AK (BET)",w/o,CESSNA 208B GRAND CARAVAN
2019-07-08 00:00:00,Airbus A320-214,5A-ONA,Afriqiyah Airways,0.0,Tripoli-Mitiga International Airport (MJI),non,AIRBUS A320-214
2019-07-09 00:00:00,Antonov An-2,unreg.,Unknown,0.0,"near Raduga, Novoaleksandrovsk District",sub,ANTONOV AN-2
2019-07-09 00:00:00,Boeing 737-8K2 (WL),PH-BXH,KLM Royal Dutch Airlines,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),non,BOEING 737-8K2 (WL)
2019-07-09 00:00:00,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,0.0,Amsterdam-Schiphol International Airport (AMS/EHAM),non,AIRBUS A320-214 (WL)
2019-07-10 00:00:00,Airbus A380-861,A6-EEM,Emirates,0.0,Bay of Bengal,non,AIRBUS A380-861
2019-07-12 00:00:00,ATR 42-500,SX-FOR,Sky Express,0.0,Naxos Island National Airport (JNX/LGNX),sub,ATR 42-500
2019-07-12 00:00:00,Cessna 525 CitationJet,N262BK,"Omicron Business Services, LLC",0.0,"Orlando Executive Airport, FL (ORL)",sub,CESSNA 525 CITATIONJET
2019-07-13 00:00:00,Beechcraft B200 Super King Air,UNKNOWN,Unknown,0.0,"Graham Creek, Toledo",w/o,BEECHCRAFT B200 SUPER KING AIR
2019-07-16 00:00:00,Antonov An-2,RA-3098K,Unknown,0.0,"Novoshchedrinskaya, Chechnya",w/o,ANTONOV AN-2
2019-07-17 00:00:00,Cessna 550 Citation II,N320JT,Avia Jet LLC,0.0,"Mesquite Municipal Airport, NV",w/o,CESSNA 550 CITATION II
2019-07-19 00:00:00,de Havilland Canada DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0.0,"Edmonton International Airport, AB (YEG)",sub,DE HAVILLAND CANADA DHC-8-402Q DASH 8
2019-07-20 00:00:00,ATR 42-500,AP-BHP,Pakistan International Airlines - PIA,0.0,Gilgit Airport (GIL),sub,ATR 42-500
2019-07-22 00:00:00,Boeing 767-322ER (WL),N663UA,United Airlines,0.0,"200 nm N of San Juan, Puerto Rico",non,BOEING 767-322ER (WL)
2019-07-23 00:00:00,Boeing 757-324 (WL),N57852,United Airlines,0.0,"San Francisco International Airport, CA (SFO)",sub,BOEING 757-324 (WL)
